Id,Name,Surname,City,OfficialEmail,Birthday,SSN
900989,Principio,Palerma,Genova,s900989@students.politu.it,1995-06-22,EF3881616
900990,Albertina,Capon,Monreale,s900990@students.politu.it,1995-06-22,EY70759790
900991,Amelia,Sal,Arcara,s900991@students.politu.it,1995-06-23,CA9844624
900992,Settimio,Cremonesi,Niella Belbo,s900992@students.politu.it,1995-06-24,TK39646674
900993,Giuliano,Gallo,Laurein,s900993@students.politu.it,1995-06-24,BO85310361
900994,Filiberto,Romani,Poggio San Francesco,s900994@students.politu.it,1995-06-27,AL80067471
900995,Letterio,Genovesi,San Vito Di Fagagna,s900995@students.politu.it,1995-06-30,SD59808408
900996,Emilia,Romano,Inverso Pinasca,s900996@students.politu.it,1995-07-01,KS62535128
900997,Agnese,Zetticci,Sant'Ippolito Di Cosenza,s900997@students.politu.it,1995-07-05,ZF99122824
900998,Rina,DeRose,Gabbiana,s900998@students.politu.it,1995-07-06,MG37490328
900999,Dafne ,Udinesi,Breia,s900999@students.politu.it,1995-07-08,RN28322551
901000,Gustavo,Marchesi,Messina,s901000@students.politu.it,1995-07-08,KG78846792
901001,Oscar,Udinesi,Mombello Di Torino,s901001@students.politu.it,1995-07-10,LK55002816
901002,Fiorella,Sal,Trappitello,s901002@students.politu.it,1995-07-11,PR95472172
901003,Dalila,Trevisano,Viu,s901003@students.politu.it,1995-07-11,YN85950682
901004,Santina,Piccio,Cavedine,s901004@students.politu.it,1995-07-15,LV51337597
901005,Nunzio,Onio,Meduno,s901005@students.politu.it,1995-07-16,LE46392438
901006,Lionella,Nucci,Mugnano,s901006@students.politu.it,1995-07-17,TG65500335
901007,Nunzia,Toscano,Pieve San Lorenzo,s901007@students.politu.it,1995-07-18,XU60691472
901008,Abela,Greco,San Martino Spino,s901008@students.politu.it,1995-07-23,KW18965991
901009,Alfredina,Longo,Cornovecchio,s901009@students.politu.it,1995-07-24,YS67755417
901010,Fernanda,Bianchi,San Biagio Della Cima,s901010@students.politu.it,1995-07-24,WW35304997
901011,Guendalina,Fiorentini,Fornaci,s901011@students.politu.it,1995-07-27,CL78468188
901012,Liliana,Genovese,Aviatico,s901012@students.politu.it,1995-07-27,OP79584115
901013,Vincenza,Trentino,Verghera,s901013@students.politu.it,1995-07-28,XY56633291
901014,Delmina,Trevisano,Brissago Valtravaglia,s901014@students.politu.it,1995-07-28,GE89323463
901015,Guido,Beneventi,Carrega Ligure,s901015@students.politu.it,1995-08-03,DT29220042
901016,Ambra,Barese,Romentino,s901016@students.politu.it,1995-08-04,GU27747647
901017,Raul,Bergamaschi,Perticato,s901017@students.politu.it,1995-08-05,ND9699683
901018,Jole,Sagese,Santa Teresa Di Gallura,s901018@students.politu.it,1995-08-06,WF68256610
901019,Eleuterio,Mazzi,Villabate,s901019@students.politu.it,1995-08-07,SL72216080
901020,Fantino,Endrizzi,Pontboset,s901020@students.politu.it,1995-08-07,SE63553339
901021,Carolina,Lorenzo,Montappone,s901021@students.politu.it,1995-08-10,HF71684343
901022,Prisca,DeRose,San Giovanni Di Bellagio,s901022@students.politu.it,1995-08-10,FL3311867
901023,Isidora,Calabresi,Alliste,s901023@students.politu.it,1995-08-13,EE7512074
901024,Cipriano,Padovano,Prossedi,s901024@students.politu.it,1995-08-13,OW83269944
901025,Fiore,Lucchese,Sant'Ambrogio Sul Garigliano,s901025@students.politu.it,1995-08-15,HR17924370
901026,Adriano,Fanucci,Pian Di Pieca,s901026@students.politu.it,1995-08-16,XI71070927
901027,Colombano,Greco,Lumezzane Sant'Apollonio,s901027@students.politu.it,1995-08-16,TH84441306
901028,Andrea,Zetticci,Sesto Campano,s901028@students.politu.it,1995-08-17,ET3459572
901029,Giordana,Mancini,Castelnovo Del Friuli,s901029@students.politu.it,1995-08-17,PN68104527
901030,Mareta,Toscano,Torre Spaccata,s901030@students.politu.it,1995-08-20,QY63657586
901031,Alberta,Greece,Piccianello,s901031@students.politu.it,1995-08-20,YN61966357
901032,Giacobbe,Padovano,Perugia,s901032@students.politu.it,1995-08-21,GM90866762
901033,Agamennone,Trentino,Laatsch,s901033@students.politu.it,1995-08-22,MQ63219969
901034,Concetta,Iadanza,Mesoraca,s901034@students.politu.it,1995-08-22,UT2838906
901035,Medardo,Sabbatini,S'Ena Sa Chitta,s901035@students.politu.it,1995-08-23,ZT58938540
901036,Bonaventura,Onio,Nociazzi Inferiore,s901036@students.politu.it,1995-08-26,JB50139880
901037,Nunzia,Zetticci,Ripi,s901037@students.politu.it,1995-08-26,XW57604930
901038,Efisio,Pisano,Stagno,s901038@students.politu.it,1995-08-27,MC89565930
901039,Consuelo,Panicucci,Casal Di Principe,s901039@students.politu.it,1995-08-28,PW38290240
901040,Teresa,Baresi,Castelverde,s901040@students.politu.it,1995-08-31,AF34604599
901041,Smeralda,Cattaneo,Bagni Di Lucca Ponte,s901041@students.politu.it,1995-08-31,UJ28934423
901042,Cesare,Trevisano,Maiori,s901042@students.politu.it,1995-08-31,UO38329807
901043,Grazia,Schiavone,Bircolovo,s901043@students.politu.it,1995-09-01,BJ69600892
901044,Guglielma,Zetticci,Maiorca,s901044@students.politu.it,1995-09-02,LP42392095
901045,Osvaldo,Lucchese,Roccamandolfi,s901045@students.politu.it,1995-09-03,TH39848139
901046,Amalio,Pisani,Apricale,s901046@students.politu.it,1995-09-04,BZ65536587
901047,Gaetana,Pinto,Albaredo D'Adige,s901047@students.politu.it,1995-09-06,LK74346104
901048,Ottone,Trevisani,Battaglia Terme,s901048@students.politu.it,1995-09-06,SW94434709
901049,Assunta,Pisani,Valdibrana,s901049@students.politu.it,1995-09-09,DT84776408
901050,Diamante,Boni,Mediis,s901050@students.politu.it,1995-09-13,SK82247322
901051,Principio,Folliero,Fratta Terme,s901051@students.politu.it,1995-09-13,NC25467663
901052,Valente,Bellucci,Commessaggio,s901052@students.politu.it,1995-09-15,PD31710358
901053,Emanuele,Fallaci,Condro,s901053@students.politu.it,1995-09-18,SW99736094
901054,Petronio,Zetticci,Malfa,s901054@students.politu.it,1995-09-19,WE63915825
901055,Damiano,Bergamaschi,Villa Di Teolo,s901055@students.politu.it,1995-09-20,AF6029476
901056,Celio,Lucchesi,Modigliana,s901056@students.politu.it,1995-09-20,RR8790356
901057,Alberto,Sabbatini,Lierna,s901057@students.politu.it,1995-09-21,ZW32308307
901058,Igor,Calabresi,Filicudi,s901058@students.politu.it,1995-09-22,TQ83043733
901059,Carmen,Trevisano,Cividale Mantovano,s901059@students.politu.it,1995-09-22,MG18462286
901060,Ilenia,Padovano,Verona,s901060@students.politu.it,1995-09-25,IA38798805
901061,Giorgio,Pisani,Settimo Rottaro,s901061@students.politu.it,1995-09-26,VQ9450554
901062,Proserpina,Longo,Altofonte,s901062@students.politu.it,1995-09-26,VO41103915
901063,Eric,Sagese,Abtei,s901063@students.politu.it,1995-09-29,NU5085811
901064,Guglielmo,Mazzi,Madonna Della Pace,s901064@students.politu.it,1995-09-29,LM37044291
901065,Filiberta,Trevisani,Sillavengo,s901065@students.politu.it,1995-09-29,ZP74761137
901066,Luigina,Lombardi,Salbertrand,s901066@students.politu.it,1995-10-02,AE95692109
901067,Tamara,Bruno,Bedizzole,s901067@students.politu.it,1995-10-03,RK30687258
901068,Marisa,Toscano,Madonna Della Scala,s901068@students.politu.it,1995-10-09,DF13943797
901069,Ave,Padovesi,Penzale,s901069@students.politu.it,1995-10-09,ZC72483111
901070,Regina,Mancini,Cavagnolo,s901070@students.politu.it,1995-10-11,MC26622284
901071,Serena,Marino,Bagnoli,s901071@students.politu.it,1995-10-11,GT13891460
901072,Elvio,Cremonesi,Sequals,s901072@students.politu.it,1995-10-12,WQ5040240
901073,Ezio,Esposito,Casal Di Basso,s901073@students.politu.it,1995-10-13,TQ34598019
901074,Palmira ,Cocci,Civitella,s901074@students.politu.it,1995-10-13,ER96010886
901075,Ludovico,Loggia,Rocchetta A Volturno,s901075@students.politu.it,1995-10-15,RG90842554
901076,Cosma,Cattaneo,Ranco,s901076@students.politu.it,1995-10-17,NA72254975
901077,Filiberta,Pisano,San Menaio,s901077@students.politu.it,1995-10-17,GX17501407
901078,Ileana,Milano,Villalba,s901078@students.politu.it,1995-10-18,JG28309951
901079,Tarquinia,Genovesi,Bedonia,s901079@students.politu.it,1995-10-18,OL4129530
901080,Emidio,Longo,Bonifati,s901080@students.politu.it,1995-10-19,TF93992769
901081,Flora,Nucci,Pietrarubbia,s901081@students.politu.it,1995-10-19,TF81223385
901082,Daphne,Trevisan,Camburzano,s901082@students.politu.it,1995-10-19,AH23984700
901083,Olinto,Genovese,Casalincontrada,s901083@students.politu.it,1995-10-20,TT84272282
901084,Prospero,Trevisan,Madonna Del Pilone,s901084@students.politu.it,1995-10-20,BV11454061
901085,Averardo,Lo Duca,Corbetta,s901085@students.politu.it,1995-10-20,FO73404369
901086,Alfredina,Pagnotto,Cinaglio,s901086@students.politu.it,1995-10-24,BM40328818
901087,Lucia,Castiglione,Castagnaro,s901087@students.politu.it,1995-10-24,CR45203471
901088,Abelardo,Costa,Barge,s901088@students.politu.it,1995-10-27,XI22209832
901089,Oscar,Siciliani,Fianello,s901089@students.politu.it,1995-10-30,JL18912475
901090,Quintilia,Sagese,Torri Del Benaco,s901090@students.politu.it,1995-10-31,ZO94804685
901091,Gaudenzio,Calabresi,San Patrizio,s901091@students.politu.it,1995-10-31,NP15332381
901092,Norma,Folliero,Camporosso In Valcanale,s901092@students.politu.it,1995-11-01,EC81607438
901093,Vala ,Gallo,Ripa Teatina,s901093@students.politu.it,1995-11-08,MN2189023
901094,Gianni,Bruno,Monti,s901094@students.politu.it,1995-11-08,OZ2879381
901095,Rosarmosario,Calabresi,Pastena Di Salerno,s901095@students.politu.it,1995-11-10,TM5886241
901096,Ettore,Costa,Begosso,s901096@students.politu.it,1995-11-11,CH82685640
901097,Batilda,Pinto,Santa Lucia Delle Spianate,s901097@students.politu.it,1995-11-12,FS78945553
901098,Flavia,De Luca,Sant'Anastasio,s901098@students.politu.it,1995-11-14,OO23869857
901099,Amalio,Udinesi,Stallavena,s901099@students.politu.it,1995-11-14,OM24551500
901100,Abbondio,Giordano,Annone Veneto,s901100@students.politu.it,1995-11-14,AY11154577
901101,Cora,Buccho,Civitella San Paolo,s901101@students.politu.it,1995-11-14,NY62406984
901102,Liliana,Lorenzo,Garofalo,s901102@students.politu.it,1995-11-16,AG32592181
901103,Alina,Dellucci,Fontanelice,s901103@students.politu.it,1995-11-16,MR91845642
901104,Fidenzio,Rossi,Sant'Ambrogio Sul Garigliano,s901104@students.politu.it,1995-11-17,BI4939443
901105,Bonacata,Zito,Campomorone,s901105@students.politu.it,1995-11-17,AC34046977
901106,Ermes,Romano,Rivalta,s901106@students.politu.it,1995-11-19,NC7238843
901107,Ninfa,Siciliani,Genova,s901107@students.politu.it,1995-11-22,GB86239658
901108,Annabella,Lucchese,Pielungo,s901108@students.politu.it,1995-11-22,KL48030729
901109,Raul,Pagnotto,Marcheno,s901109@students.politu.it,1995-11-22,HZ97204664
901110,Crispino,Romano,Lazzaro,s901110@students.politu.it,1995-11-22,BR16212083
901111,Callimaco,Rizzo,Lasa,s901111@students.politu.it,1995-11-23,RC1293327
901112,Cornelio,Bergamaschi,Loceri,s901112@students.politu.it,1995-11-23,QV7957128
901113,Violante,Schiavone,Val Di Nizza,s901113@students.politu.it,1995-11-26,FA29805767
901114,Venanzio,Panicucci,Trani,s901114@students.politu.it,1995-11-26,OW65921482
901115,Giovanni,Ferrari,Pozzonovo,s901115@students.politu.it,1995-11-28,ED12329324
901116,Frediana,Romani,Gallignano Di Ancona,s901116@students.politu.it,1995-11-30,UK78890209
901117,Aurora,Longo,Lagnasco,s901117@students.politu.it,1995-12-01,TB98988933
901118,Tranquillino,Schiavone,Filicudi,s901118@students.politu.it,1995-12-03,JQ88212165
901119,Adele,Ferrari,Castel Di Leva,s901119@students.politu.it,1995-12-07,JG48864447
901120,Alberico,Marcelo,Cattabrighe,s901120@students.politu.it,1995-12-08,AI15952192
901121,Crescente,Milanesi,Mirabello Monferrato,s901121@students.politu.it,1995-12-08,MG70883935
901122,Consolata,Udinesi,Sangano,s901122@students.politu.it,1995-12-11,TQ20167841
901123,Mafalda,Udinese,Zoldo Alto,s901123@students.politu.it,1995-12-12,HX68664667
901124,Napoleone,Trentino,Andonno,s901124@students.politu.it,1995-12-13,TM97670110
901125,Giona,Mazzanti,Formicola,s901125@students.politu.it,1995-12-13,YS27615145
901126,Rosarmosario,Piccio,Cereta,s901126@students.politu.it,1995-12-14,KN24140481
901127,Dalia,Bellucci,Perrazze,s901127@students.politu.it,1995-12-14,EV75681688
901128,Celeste,Costa,Griante,s901128@students.politu.it,1995-12-15,ZZ29495324
901129,Romolo,Toscani,Passo Di Mirabella,s901129@students.politu.it,1995-12-19,OE8462790
901130,Serena,Pirozzi,Forno Alpi Graie,s901130@students.politu.it,1995-12-19,CP18874457
901131,Adalberto,Gallo,Mason Vicentino,s901131@students.politu.it,1995-12-19,JH56828744
901132,Nestore,Castiglione,Torre Bormida,s901132@students.politu.it,1995-12-20,NU50050662
901133,Eliano,Genovesi,Santa Cristina,s901133@students.politu.it,1995-12-20,PK95792155
901134,Delma,Lucciano,Cozzuolo,s901134@students.politu.it,1995-12-21,JO93857308
901135,Abela,Fanucci,Luras,s901135@students.politu.it,1995-12-22,HR51101305
901136,Anastasio,Marcelo,Auditore,s901136@students.politu.it,1995-12-24,AA22256075
901137,Emilia,Mazzi,Introbio,s901137@students.politu.it,1995-12-25,VA55903683
901138,Dante,Mancini,Carpenedolo,s901138@students.politu.it,1995-12-25,HM98418131
901139,Claudia,Bruno,Cerretto Langhe,s901139@students.politu.it,1995-12-31,CW38826440
901140,Gioacchino,Angelo,Corsagna,s901140@students.politu.it,1996-01-01,VN47752421
901141,Belinda,Nucci,Bari,s901141@students.politu.it,1996-01-01,ML8008398
901142,Tamara,Bergamaschi,Anzano Di Puglia,s901142@students.politu.it,1996-01-02,QI83890149
901143,Emiliano,Bianchi,Santo Stino Di Livenza,s901143@students.politu.it,1996-01-03,KZ70721503
901144,Valeria,Udinesi,Salcedo,s901144@students.politu.it,1996-01-04,GQ83240559
901145,Leonida,Mancini,Chiusano D'Asti,s901145@students.politu.it,1996-01-04,NG49291570
901146,Ambrosia,Buccho,Lardaro,s901146@students.politu.it,1996-01-04,FM92490526
901147,Deodata,Bergamaschi,Rubano,s901147@students.politu.it,1996-01-05,JB84143930
901148,Natalina,Bellucci,Castelvecchio Subequo,s901148@students.politu.it,1996-01-07,MW40717859
901149,Selene,Gallo,Alzate Brianza,s901149@students.politu.it,1996-01-13,AG99923142
901150,Addolorata,Milano,Riva,s901150@students.politu.it,1996-01-15,JE0691046
901151,Gandolfo,Pirozzi,Santa Maria Nuova,s901151@students.politu.it,1996-01-16,VU87833764
901152,Romola,Fiorentini,Argegno,s901152@students.politu.it,1996-01-18,PL73015748
901153,Gandolfo,Trentino,Castellar Ponzano,s901153@students.politu.it,1996-01-19,SE3658808
901154,Gennaro,Mazzanti,Liscia,s901154@students.politu.it,1996-01-20,UB80836297
901155,Patrizio,Costa,Corfino,s901155@students.politu.it,1996-01-20,DK13869032
901156,Alessio,Milano,Mello,s901156@students.politu.it,1996-01-21,PG82246321
901157,Emma,Milano,Campo Di Pietra Di Salgareda,s901157@students.politu.it,1996-01-21,BE92043345
901158,Franco,Bergamaschi,Santa Maria Della Neve,s901158@students.politu.it,1996-01-24,ND54940683
901159,Petronilla,Ferri,Serrenti,s901159@students.politu.it,1996-01-24,IE30291334
901160,Alcide,Fiorentino,Capriati Al Volturno,s901160@students.politu.it,1996-01-24,GJ73340233
901161,Agnese,Panicucci,Pistoia,s901161@students.politu.it,1996-01-26,FT19143339
901162,Edgardo,Marino,Porto Ercole,s901162@students.politu.it,1996-01-28,QT6868166
901163,Vera,Bruno,Sant'Anna D'Alfaedo,s901163@students.politu.it,1996-01-28,KX99703522
901164,Silvana,Bianchi,Martignano,s901164@students.politu.it,1996-01-29,LU76692116
901165,Ramiro,Folliero,Olmi,s901165@students.politu.it,1996-01-30,IZ55722078
901166,Duccio,Folliero,Cattabrighe,s901166@students.politu.it,1996-01-30,WF56644963
901167,Callisto,Padovano,Pedescala,s901167@students.politu.it,1996-02-02,IK52200027
901168,Lucrezia,Milani,Strada San Zeno,s901168@students.politu.it,1996-02-03,XN66131710
901169,Biagio,Bergamaschi,Fontanelle,s901169@students.politu.it,1996-02-04,ZF1406920
901170,Fiorello,Dellucci,Isola Farnese,s901170@students.politu.it,1996-02-05,ZB71640659
901171,Dora,Russo,Panettieri,s901171@students.politu.it,1996-02-07,LU72073001
901172,Dionisio,Manfrin,Pilastro,s901172@students.politu.it,1996-02-09,UF98908974
901173,Lucrezia,Pinto,Meda,s901173@students.politu.it,1996-02-13,DK46273317
901174,Diana,Genovesi,Padova,s901174@students.politu.it,1996-02-16,OA90736009
901175,Procopio,Sal,Pelos,s901175@students.politu.it,1996-02-16,UF66555727
901176,Tecla,Monaldo,Padria,s901176@students.politu.it,1996-02-17,NE45894539
901177,Delfina,Pinto,Chiesanuova,s901177@students.politu.it,1996-02-17,HW66189800
901178,Lino,Conti,Santa Cristina,s901178@students.politu.it,1996-02-20,EN89165124
901179,Rufino,Sabbatini,Carceri,s901179@students.politu.it,1996-02-23,WC97389554
901180,Adelaide,Calabrese,Gazoldo Degli Ippoliti,s901180@students.politu.it,1996-02-23,HN62540450
901181,Natascia,Bruno,Petricci,s901181@students.politu.it,1996-02-23,NZ89335129
901182,Ginevra,Ferri,Guinadi,s901182@students.politu.it,1996-02-23,ED39080814
901183,Baldovino,Buccho,Tole,s901183@students.politu.it,1996-02-28,MK31430154
901184,Settimo,Pisani,Summaga,s901184@students.politu.it,1996-02-29,HJ45754822
901185,Maddalena,Giordano,San Costantino Albanese,s901185@students.politu.it,1996-03-01,SJ53835417
901186,Monica,Onio,Pontoglio,s901186@students.politu.it,1996-03-01,HK49096482
901187,Renato,Ricci,Moena,s901187@students.politu.it,1996-03-06,GS13946395
901188,Simone,Siciliani,Zoagli,s901188@students.politu.it,1996-03-09,DE57628604
901189,Learco,Pinto,Carfizzi,s901189@students.politu.it,1996-03-09,RG97176417
901190,Protasio,Fiorentino,Villamar,s901190@students.politu.it,1996-03-09,EX61686469
901191,Ausilio,Schiavone,Tiarno Di Sopra,s901191@students.politu.it,1996-03-14,NZ51597498
901192,Bruna,Panicucci,Teulada,s901192@students.politu.it,1996-03-18,QH29610372
901193,Cecilia,Romano,Pianfei,s901193@students.politu.it,1996-03-21,GM38443727
901194,Albertina,Piazza,Zappa,s901194@students.politu.it,1996-03-21,GE33490825
901195,Emanuela,Esposito,Padova,s901195@students.politu.it,1996-03-22,NU82764361
901196,Nunzia,Palermo,Monte San Giovanni Campano,s901196@students.politu.it,1996-03-23,MF86036055
901197,Gigliola,Lori,Laterina Stazione,s901197@students.politu.it,1996-03-25,OP76938697
901198,Ubaldo,Piccio,Cese,s901198@students.politu.it,1996-03-27,EA96657772
901199,Arturo,Marcelo,Linate Aeroporto,s901199@students.politu.it,1996-03-31,DH17648689
901200,Erminia,Toscani,Affile,s901200@students.politu.it,1996-04-01,HN70472126
901201,Calogero,Palermo,Torre Annunziata,s901201@students.politu.it,1996-04-02,EU25005906
901202,Maurilio,Pirozzi,Cremolino,s901202@students.politu.it,1996-04-03,WL5296933
901203,Rosina,Lo Duca,San Bernardino,s901203@students.politu.it,1996-04-10,VY27999058
901204,Remigio,Li Fonti,Castel De' Conti,s901204@students.politu.it,1996-04-10,IR71564755
901205,Stefania,Fallaci,Vetto,s901205@students.politu.it,1996-04-12,RB69283819
901206,Costante,Romano,Afragola,s901206@students.politu.it,1996-04-12,AJ97759854
901207,Quinto,Cocci,Occimiano,s901207@students.politu.it,1996-04-12,UC19468058
901208,Gualtiero,Cremonesi,Castelnuovo Di San Pio Delle Camere,s901208@students.politu.it,1996-04-13,JB60663858
901209,Catone,Manfrin,Carpegna,s901209@students.politu.it,1996-04-17,AJ87292209
901210,Anita,Onio,Borgo Priolo,s901210@students.politu.it,1996-04-21,YX89012734
901211,Angelica,Rossi,Tenno,s901211@students.politu.it,1996-04-24,JT67158592
901212,Maria Pia,Moretti,Termoli,s901212@students.politu.it,1996-04-25,XM94462088
901213,Narciso,Mazzi,San Giuliano Trentapiedi,s901213@students.politu.it,1996-04-28,XT13839296
901214,Lorena,Pirozzi,Cerreto Alpi,s901214@students.politu.it,1996-04-30,GC55601832
901215,Efisio,Lo Duca,Pieve Modolena,s901215@students.politu.it,1996-04-30,YZ65683352
901216,Artemia,Bruno,Su Pradu,s901216@students.politu.it,1996-04-30,NC95950834
901217,Isabella,Sabbatini,Bettolle,s901217@students.politu.it,1996-05-01,EX46547371
